name,platform,r-date,score,user score,developer,genre,players,critics,users
Dying Light,PlayStation4,"January 27, 2015",74,7.9,Techland,"Horror,Action Adventure,Horror,Survival",Up to 5 ,58,1569
Mass Effect 3: Leviathan,Xbox360,"August 28, 2012",74,6.8,BioWare,"Role-Playing,Action RPG,Action RPG",No info,18,110
SingStar Queen,PlayStation3,"August 4, 2009",74,6.7,SCEE,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,37,7
SUPERBEAT: XONiC,Switch,"November 21, 2017",74,7.5,Nurijoy,"Action,Rhythm,Music",No Online Multiplayer,9,12
Grow Home,PlayStation4,"September 1, 2015",74,6.1,UbisoftReflections,"Action Adventure,Sandbox,Open-World",No info,7,160
Samurai Warriors: Spirit of Sanada,PlayStation4,"May 23, 2017",74,6.9,OmegaForce,"Action,Beat-'Em-Up,3D",No info,31,17
F.E.A.R. 3,PC,"June 21, 2011",74,5.8,Day1Studios,"Modern,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,34,506
Lapis x Labyrinth,PlayStation4,"May 28, 2019",74,4.4,NipponIchiSoftware,"Role-Playing,Action RPG",No Online Multiplayer,7,11
Star Fox Guard,WiiU,"April 22, 2016",74,7.3,"Nintendo,PlatinumGames","Action,First-Person,Sci-Fi,Shooter,Strategy,Real-Time,Defense",No info,33,96
Journey to the Savage Planet,PlayStation4,"January 28, 2020",74,7.1,TyphoonStudios,"Action Adventure,General",2 ,57,68
Mordheim: City of the Damned,PC,"November 19, 2015",74,6.8,RogueFactor,"Strategy,Turn-Based,General,Fantasy,Tactics",2 ,26,100
God Eater 3,Switch,"July 12, 2019",74,7.2,"BandaiNamcoGames,MarvelousFirstStudio","Role-Playing,Action RPG",Up to 8 ,13,31
Snapshot,PC,"August 30, 2012",74,7.2,RetroAffect,"Action,Platformer,Platformer,2D,2D",No info,8,21
Power Stone Collection,PSP,"October 31, 2006",74,7.3,Capcom,"Miscellaneous,Compilation,Compilation",1-4 ,34,9
The Swords of Ditto,PC,"April 24, 2018",74,6.4,OneBitBeyond,"Role-Playing,Action RPG",No Online Multiplayer,27,14
Payday 2,PlayStation3,"August 13, 2013",74,6.2,OverkillSoftware,"Action,Shooter,Shooter,First-Person,Fantasy,General,Fantasy,Arcade",Up to 4 ,12,191
Ultimate Spider-Man,PlayStation2,"September 22, 2005",74,8.2,Treyarch,"Action,Beat-'Em-Up",1 Player,52,98
Darkwood,Switch,"May 16, 2019",74,7.8,AcidWizardStudio,"Action Adventure,Survival",No Online Multiplayer,12,31
The Fall Part 2: Unbound,XboxOne,"February 13, 2018",74,tbd,OverTheMoon,"Action Adventure,General",No Online Multiplayer,7,0
Chroma Squad,PlayStation4,"May 19, 2017",74,6.7,BeholdStudios,"Strategy,Turn-Based,Tactics",No Online Multiplayer,7,9
Devil May Cry HD Collection,PlayStation3,"March 29, 2012",74,8.9,"Capcom,PipeworksSoftware,Inc.","Miscellaneous,Action Adventure,Fantasy,Compilation",No Online Multiplayer,27,246
Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox360,"March 13, 2012",74,7.0,"CyberConnect2,Racjin","Action,Fighting,Fighting,3D,3D",Up to 8 ,35,56
Destroy All Humans! 2,Xbox,"October 17, 2006",74,8.0,PandemicStudios,"Action Adventure,Sci-Fi",1-2 ,38,23
Fort Triumph,PC,"April 16, 2020",74,7.4,FortTriumphLTD,"General,Strategy,Turn-Based,Tactics",,12,16
Sky Force Reloaded,PlayStation4,"November 28, 2017",74,7.7,InfiniteDreamsInc.,"Action,Shooter,Shoot-'Em-Up,Vertical",No Online Multiplayer,13,23
Tachyon Project,XboxOne,"July 15, 2015",74,6.9,EclipseGames,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,11,8
Oceanhorn: Monster of Uncharted Seas,PC,"March 17, 2015",74,7.2,Cornfox&Bros.,"Action Adventure,Open-World",No Online Multiplayer,11,57
F.E.A.R. 3,PlayStation3,"June 21, 2011",74,7.2,Day1Studios,"Modern,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4 ,48,112
Giana Sisters: Twisted Dreams - Owltimate Edition,Switch,"September 25, 2018",74,7.8,BlackForestGames,"Action,Platformer,2D",No Online Multiplayer,11,8
Wolfenstein,PC,"August 18, 2009",74,7.3,"idSoftware,RavenSoftware","Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 12 ,41,338
The Lord of the Rings: The Third Age,GameCube,"November 2, 2004",74,7.8,EAGames,"Role-Playing,Console-style RPG",1-2 ,25,20
Amplitude,PlayStation4,"January 5, 2016",74,7.2,HarmonixMusicSystems,"Miscellaneous,Action,Rhythm,Music",No info,59,46
Just Dance 2,Wii,"October 12, 2010",74,7.3,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No info,24,29
The Secret World,PC,"July 3, 2012",74,8.3,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern,Modern",Online Multiplayer,55,1302
Army of Two: The 40th Day,PlayStation3,"January 12, 2010",74,7.0,EAMontreal,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",Up to 10 ,56,103
Sonic Chronicles: The Dark Brotherhood,DS,"September 30, 2008",74,6.9,BioWare,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",1 Player,55,110
Guilty Gear XX Accent Core Plus,Xbox360,"October 24, 2012",74,6.9,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",No info,8,9
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,"February 16, 2010",74,8.0,SlantSix,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",No info,51,23
Bomberman Land Touch! 2,DS,"January 29, 2008",74,7.0,HudsonSoft,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,General,Action",8  Online,21,5
Gran Turismo: The Real Driving Simulator,PSP,"September 30, 2009",74,7.4,PolyphonyDigital,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,73,114
Yesterday Origins,PC,"November 10, 2016",74,7.1,PenduloStudios,"Adventure,Point-and-Click",No Online Multiplayer,14,30
Luigi's Mansion,3DS,"October 12, 2018",74,8.1,"Nintendo,GREZZO","Action Adventure,General",No Online Multiplayer,43,91
Luigi's Mansion,3DS,"October 12, 2018",74,8.1,"Nintendo,GREZZO","Action Adventure,General",No Online Multiplayer,43,91
Zeno Clash: Ultimate Edition,Xbox360,"May 5, 2010",74,7.9,ACETeam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",2 ,38,13
Assassin's Creed Rogue,PC,"March 9, 2015",74,7.3,Ubisoft,"Historic,Action Adventure,Open-World",No Online Multiplayer,25,621
Pikuniku,PC,"January 24, 2019",74,6.9,Sectordub,"Puzzle,Action",No Online Multiplayer,13,31
Action Henk,PC,"May 11, 2015",74,7.4,RageSquid,"Action,Platformer,2D,3D",No info,8,17
IL-2 Sturmovik: Battle of Stalingrad,PC,"August 14, 2014",74,6.0,1CGameStudios,"WWI,Simulation,Flight,WWII,Combat",No info,7,276
Cloud Chamber,PC,"August 7, 2014",74,7.3,InvestigateNorthAps,"Role-Playing,Miscellaneous,Adventure,General,Massively Multiplayer,Application",Massively Multiplayer,9,29
UEFA Euro 2004: Portugal,Xbox,"May 4, 2004",74,7.8,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,21,10
Shining Soul II,GameBoyAdvance,"April 20, 2004",74,8.5,GrasshopperManufacture,"Role-Playing,Action RPG",1-4 ,18,12
Romance of the Three Kingdoms IX,PlayStation2,"February 24, 2004",74,8.1,Koei,"Strategy,Turn-Based,Historic",1-8 ,17,13
Pro Race Driver,PC,"April 15, 2003",74,7.4,Codemasters,"Driving,Racing,Simulation,Formula One,Automobile",1-8 ,15,16
Armored Core 3,PlayStation2,"September 5, 2002",74,8.7,FromSoftware,"Simulation,Sci-Fi,Mech",1-4 ,23,36
Way of the Samurai,PlayStation2,"May 31, 2002",74,8.1,Acquire,"Action Adventure,Historic",1-2 ,22,25
Spider-Man 2: Enter: Electro,PlayStation,"October 19, 2001",74,8.4,VicariousVisions,"Action Adventure,Sci-Fi",1 Player,15,76
4x4 Evolution,Dreamcast,"October 30, 2000",74,7.0,TerminalReality,"Driving,Racing,Rally / Offroad",No info,13,7
AeroWings 2: Air Strike,Dreamcast,"August 27, 2000",74,8.9,CRI,"Simulation,Flight,Modern Jet",No info,20,9
TrackMania (2003),PC,"July 8, 2004",74,8.1,Nadeo,"Driving,Racing,Arcade,Arcade,Automobile",1-10 ,29,35
Wild Guns Reloaded,PlayStation4,"December 20, 2016",74,6.1,"Natsume,NATSUMEATARIInc.","Action,Platformer,Shooter,2D,Light Gun",No info,10,15
Naruto Shippuden: Ultimate Ninja Storm 2,Xbox360,"October 19, 2010",74,8.6,CyberConnect2,"Action,Fighting,Fighting,3D,3D",2 ,31,50
Yumi's Odd Odyssey,3DS,"March 20, 2014",74,7.7,StudioSaizensen,"Platformer,2D,Action,Platformer,2D",No info,13,23
Custom Robo Arena,DS,"March 19, 2007",74,8.3,NoiseInc.,"Action,Fighting,Fighting,3D,3D",2  Online,22,27
Pendragon,PC,"September 22, 2020",74,tbd,inkle,"Strategy,Turn-Based,Tactics",No Online Multiplayer,19,0
Attack on Titan 2,XboxOne,"March 20, 2018",74,6.5,OmegaForce,"Action,General",Up to 8 ,10,15
Roundabout,XboxOne,"February 20, 2015",74,5.7,NoGoblin,"Driving,Racing,Arcade,Mission-based,Automobile",No info,10,7
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,"April 16, 2013",74,4.1,Atlus,"Role-Playing,General,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,46,224
TRI,PC,"July 8, 2012",74,7.5,RatKingEntertainment,"General,Action,General",No info,9,26
Baseball Mogul 2008,PC,"March 20, 2007",74,6.5,SportsMogul,"Sports,Traditional,Team,Baseball,Management,Sim",44  Online,11,6
ArmA: Combat Operations,PC,"May 4, 2007",74,7.6,BohemiaInteractive,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",32  Online,27,85
Mini Ninjas,PC,"September 8, 2009",74,8.0,IoInteractive,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",No Online Multiplayer,14,101
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,PlayStation2,"October 10, 2006",74,3.2,AtlusCo.,"Role-Playing,General",1 Player,38,169
Comic Jumper: The Adventures of Captain Smiley,Xbox360,"October 6, 2010",74,6.7,TwistedPixelGames,"Action,General,General",No info,45,30
Sacred,PC,"March 25, 2004",74,7.7,"AscaronEntertainmentGmbH,AscaronEntertainment","Role-Playing,Action RPG,Action RPG",1-16 ,37,210
Attack on Titan,PlayStation4,"August 30, 2016",74,7.0,OmegaForce,"Action,Beat-'Em-Up,3D",Up to 4 ,58,128
HyperParasite,XboxOne,"April 3, 2020",74,6.3,"TroglobytesGames,S.L.","Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,8,6
One Step From Eden,Switch,"March 26, 2020",74,8.5,ThomasMoonKang,"Strategy,Real-Time,Defense",No Online Multiplayer,7,33
Coffee Talk,Switch,"January 29, 2020",74,7.6,TogeProductions,"Adventure,Visual Novel",No Online Multiplayer,11,18
Vasara Collection,Switch,"August 15, 2019",74,7.5,QUByteInteractive,"Miscellaneous,Compilation",No Online Multiplayer,7,11
198X,PlayStation4,"July 16, 2019",74,5.9,Hi-BitStudios,"Action,Miscellaneous,Platformer,Party / Minigame,2D",No Online Multiplayer,7,15
Out There: Omega The Alliance,Switch,"April 9, 2019",74,tbd,Mi-ClosStudio,"Adventure,General",No Online Multiplayer,7,0
Turok,Switch,"March 18, 2019",74,7.8,NightDiveStudios,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,7,13
Implosion - Never Lose Hope,Switch,"July 6, 2017",74,7.6,RayarkInc.,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,7,34
Sakura Samurai: Art of the Sword,3DS,"February 2, 2012",74,7.3,GroundingInc.,"Action,General,General",1 Player,22,35
Fight Night Round 3,PSP,"February 20, 2006",74,8.2,EAChicago,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",2  Online,22,25
Rocky,GameCube,"November 17, 2002",74,tbd,RageSoftware,"Sports,Traditional,Boxing",1-2 ,17,0
Fatal Frame,PlayStation2,"March 4, 2002",74,8.7,Tecmo,"Action Adventure,Horror",1 Player,22,113
de Blob 2,PlayStation3,"February 22, 2011",74,7.2,BlueTongueEntertainment,"Action,Adventure,General,Platformer,3D",No info,50,34
Madden NFL 06,Xbox360,"November 16, 2005",74,5.0,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2  Online,48,51
Dead Rising 4,PC,"December 6, 2016",74,4.0,"Capcom,CapcomVancouver","Action Adventure,Open-World",Online Multiplayer,14,113
Call of Duty: Black Ops II,PC,"November 12, 2012",74,4.6,Treyarch,"Action,Shooter,Shooter,First-Person,Historic,Modern,Arcade",No info,11,1864
Darwin Project,PC,"January 13, 2020",74,6.8,ScavengersStudio,"Action,General",Online Multiplayer,10,50
Act of War: High Treason,PC,"May 30, 2006",74,7.5,EugenSystems,"Strategy,Real-Time,Military,General,Military",8  Online,8,28
In Other Waters,PC,"April 3, 2020",74,4.8,JumpOverTheAge,"Adventure,General",No Online Multiplayer,17,11
Anarcute,XboxOne,"July 12, 2016",74,7.3,Anarteam,"Action,General",No info,10,4
Neon Chrome,PC,"April 28, 2016",74,7.4,"10tonsEntertainment,10tons","Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,10,24
Transformers: Devastation,PC,"October 6, 2015",74,7.4,PlatinumGames,"Action,Beat-'Em-Up,3D",No info,9,75
Ion Assault,Xbox360,"September 23, 2009",74,7.5,BlackInc.,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info,23,6
Pro Evolution Soccer 2008,PlayStation3,"March 11, 2008",74,6.2,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,19,55
Midnight Club 3: DUB Edition,PSP,"June 27, 2005",74,8.5,"RockstarSanDiego,RockstarLeeds","Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1-6 ,34,32
Mafia II,Xbox360,"August 24, 2010",74,8.0,2KCzech,"Action Adventure,Historic,General,Historic,Open-World",No Online Multiplayer,79,625
Eagle Flight,PC,"October 13, 2016",74,6.9,"UbisoftMontreal,FunHouse","Action,Simulation,Flight,General,Combat",Up to 6 ,13,7
Shadow Warrior,XboxOne,"October 21, 2014",74,7.5,FlyingWildHog,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,14,64
Atelier Firis: The Alchemist and the Mysterious Journey,PlayStation4,"March 7, 2017",74,7.1,KoeiTecmoGames,"Role-Playing,Japanese-Style",No Online Multiplayer,31,47
Attack on Titan 2: Final Battle,XboxOne,"July 5, 2019",74,4.8,OmegaForce,"Action,General",Up to 8 ,7,6
Contra Anniversary Collection,PlayStation4,"June 11, 2019",74,5.9,"Konami,M2","Miscellaneous,Compilation",No Online Multiplayer,14,27
2064: Read Only Memories INTEGRAL,Switch,"July 26, 2018",74,6.7,MidBoss,"Adventure,Point-and-Click",No Online Multiplayer,7,12
Batman: The Telltale Series - Episode 3: New World Order,PlayStation4,"October 25, 2016",74,6.9,TelltaleGames,"Adventure,Point-and-Click",No info,11,31
Blues and Bullets - Episode 2: Shaking The Hive,XboxOne,"April 8, 2016",74,4.5,ACrowdofMonsters,"Action Adventure,General",No info,7,12
Mercury Hg,PlayStation3,"September 27, 2011",74,6.3,UTVIgnitionGames,"Miscellaneous,Puzzle,General,Puzzle,General",No info,14,6
Star Ocean: First Departure,PSP,"October 21, 2008",74,7.6,TOSE,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,32,36
Fire Emblem Warriors,Switch,"October 20, 2017",74,7.9,OmegaForce,"Action,Beat-'Em-Up,3D",No Online Multiplayer,72,361
Kamiko,Switch,"April 27, 2017",74,7.6,Skipmore,"Action Adventure,General",No Online Multiplayer,14,103
TASTEE: Lethal Tactics,PC,"May 10, 2016",74,6.4,SkyBoxLabs,"Strategy,Turn-Based,Tactics",Online Multiplayer,15,8
Anna's Quest,PC,"July 2, 2015",74,6.9,KramsDesign,"Adventure,General,Point-and-Click",No Online Multiplayer,15,57
Destination: Treasure Island,PC,"August 21, 2007",74,7.0,KheopsStudio,"Adventure,First-Person,General,Point-and-Click,Fantasy",1 Player,11,8
"Sam & Max Episode 103: The Mole, the Mob and the Meatball",PC,"January 25, 2007",74,7.5,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",No Online Multiplayer,30,20
Monster Prom: XXL,Switch,"May 21, 2020",74,tbd,BeautifulGlitch,"Adventure,General",No Online Multiplayer,9,0
HYPERCHARGE: Unboxed,Switch,"January 31, 2020",74,8.1,DigitalCybercherries,"Action,Shooter,First-Person,Arcade",Up to 8 ,9,86
Cat Quest,Switch,"November 10, 2017",74,7.7,TheGentlebros,"Role-Playing,Action RPG",No Online Multiplayer,18,71
Resident Evil: Revelations 2,PC,"March 18, 2015",74,7.2,Capcom,"Horror,Action Adventure,Survival",No info,14,254
Bit.Trip Fate,PC,"July 11, 2013",74,6.4,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,9,9
The Sims 2: Bon Voyage,PC,"September 4, 2007",74,7.5,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,9,28
Red Dead Revolver,Xbox,"May 3, 2004",74,8.1,RockstarSanDiego,"Action,Shooter,Third-Person,Historic",1-2 ,61,38
Midway Arcade Treasures,Xbox,"November 24, 2003",74,7.3,Midway,"Miscellaneous,Compilation",1-4 ,22,4
Hulk,PC,"May 27, 2003",74,6.3,RadicalEntertainment,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",1 Player,18,13
GT Advance 3: Pro Concept Racing,GameBoyAdvance,"February 6, 2003",74,8.8,MTO,"Driving,Racing,GT / Street",1-2 ,14,4
Capcom vs. SNK Pro,PlayStation,"August 14, 2002",74,8.5,KleinComputerEntertainment,"Action,Fighting,2D",1-2 ,10,30
Wreckless: The Yakuza Missions,Xbox,"February 4, 2002",74,5.4,BunkashaPublishing,"Driving,Mission-based",1 Player,36,14
MX 2002 Featuring Ricky Carmichael,Xbox,"December 6, 2001",74,tbd,PacificCoastPower&Light,"Driving,Racing,Motorcycle,Motocross",1-2 ,15,0
Dance Dance Revolution Disney Mix,PlayStation,"September 17, 2001",74,8.2,Konami,"Miscellaneous,Rhythm,Dancing",1-2 ,7,12
Syndicate,Xbox360,"February 21, 2012",74,7.2,Starbreeze,"Action,General,General,Shooter,First-Person,Arcade",No info,65,182
The Alliance Alive HD Remastered,Switch,"October 8, 2019",74,7.3,CattleCall,"Role-Playing,Japanese-Style",No Online Multiplayer,14,23
A Pixel Story,PC,"March 30, 2015",74,5.8,LamplightStudios,"Action,Platformer,2D",No Online Multiplayer,14,5
Taito Legends,Xbox,"October 25, 2005",74,tbd,EmpireOxford,"Miscellaneous,Compilation",1-4 ,16,0
Atelier Iris: Eternal Mana,PlayStation2,"June 28, 2005",74,7.8,Gust,"Role-Playing,Console-style RPG",1 Player,38,44
Need for Speed Carbon,Xbox,"October 31, 2006",74,7.3,EACanada,"Driving,Racing,GT / Street",1-2 ,19,15
Darius Cozmic Collection: Arcade,PlayStation4,"June 16, 2020",74,3.3,TaitoCorporation,"Miscellaneous,Compilation",No Online Multiplayer,11,6
Afterparty,Switch,"March 6, 2020",74,7.1,NightSchoolStudio,"Adventure,General",No Online Multiplayer,8,14
John Wick Hex,PC,"October 8, 2019",74,4.3,MikeBithell,"Strategy,Turn-Based,Tactics",No Online Multiplayer,53,44
Disgaea PC,PC,"February 4, 2016",74,6.0,NipponIchiSoftware,"Strategy,Turn-Based,Tactics",No Online Multiplayer,7,50
Dying Light,XboxOne,"January 27, 2015",74,7.8,Techland,"Horror,Action Adventure,Horror,Survival",Up to 5 ,26,448
Just Dance 4,Wii,"October 9, 2012",74,7.5,Ubisoft,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No Online Multiplayer,10,32
Rock of Ages,PC,"September 7, 2011",74,7.5,ACETeam,"Action,Miscellaneous,General,General,General",No info,17,141
Fortix 2,PC,"May 6, 2011",74,6.8,Nemesys,"Action Adventure,Puzzle,Action,Fantasy,General,Fantasy",No info,8,33
NHL 2K8,PlayStation3,"September 10, 2007",74,7.0,KushGames,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",1-8 ,24,4
SSX Blur,Wii,"February 27, 2007",74,8.0,EAMontreal,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",No Online Multiplayer,52,63
Hamilton's Great Adventure,PlayStation3,"August 23, 2011",74,5.1,FatsharkAB,"Adventure,General,General",No info,15,7
2014 FIFA World Cup Brazil,Xbox360,"April 15, 2014",74,4.5,EACanada,"Sports,Traditional,Team,Soccer,Sim",No info,29,95
Beholder: Complete Edition,XboxOne,"January 19, 2018",74,tbd,WarmLampGames,"Strategy,General",No Online Multiplayer,12,0
Headlander,PC,"July 26, 2016",74,7.7,DoubleFineProductions,"Action,Action Adventure,General,Platformer,2D",No Online Multiplayer,25,38
The Bridge (2013),PC,"February 22, 2013",74,7.4,TyTaylorandMarioCastaneda,"Miscellaneous,Puzzle,General,Puzzle,Logic,General",No Online Multiplayer,23,95
"Yes, Your Grace",Switch,"June 26, 2020",74,6.5,BraveatNight,"Strategy,Management,Business / Tycoon",No Online Multiplayer,9,16
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,PC,"May 30, 2017",74,6.4,TelltaleGames,"Adventure,Point-and-Click",No info,27,63
Neverending Nightmares,PlayStation4,"May 3, 2016",74,7.0,InfinitapGames,"Action Adventure,Survival",No info,10,25
Shantae: Risky's Revenge - Director's Cut,PlayStation4,"June 23, 2015",74,7.4,WayForward,"Action,Platformer,2D",No info,10,33
Dead or Alive 5,PlayStation3,"September 25, 2012",74,7.7,TeamNinja,"Action,Fighting,Fighting,3D,3D",Up to 16 ,34,120
Tokyo Jungle,PlayStation3,"September 25, 2012",74,8.1,Crispy's,"Action,Action Adventure,General,General,Survival",No Online Multiplayer,60,107
Mirror's Edge Catalyst,PC,"June 7, 2016",74,5.3,EADICE,"Action,Shooter,First-Person,Modern,Modern,Modern,Action Adventure,General",No info,24,733
Virginia,PC,"September 22, 2016",74,4.9,VariableState,"Adventure,3D,First-Person",No info,36,144
Dead In Vinland,PC,"April 12, 2018",74,7.2,CCCP,"Role-Playing,General",No Online Multiplayer,23,30
SBK X: Superbike World Championship,Xbox360,"December 7, 2010",74,8.3,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",No info,13,8
Infected,PSP,"November 15, 2005",74,8.2,PlanetMoonStudios,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",2  Online,49,33
The Flame in the Flood,XboxOne,"February 24, 2016",74,5.3,TheMolassesFlood,"Action Adventure,General,Survival",No info,22,19
MechWarrior 5: Mercenaries,PC,"December 10, 2019",74,5.2,PiranhaGames,"Simulation,Vehicle,Combat",No Online Multiplayer,32,262
Eador: Masters of the Broken World,PC,"April 19, 2013",74,7.2,SnowbirdGameStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",No info,19,219
Rocketbirds: Hardboiled Chicken,PlayStation3,"October 18, 2011",74,5.7,RatloopAsiaPteLtd,"Action,Adventure,General,General,Platformer,2D",No info,29,14
Project Warlock,PlayStation4,"June 9, 2020",74,4.8,BuckshotSoftware,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,18,12
Tom Clancy's The Division 2: Warlords of New York,PlayStation4,"March 3, 2020",74,1.1,MassiveEntertainment,"Action,Shooter,Third-Person,Tactical",No info,13,442
The Beast Inside,PC,"October 17, 2019",74,7.7,IllusionRayStudio,"Adventure,3D,First-Person",No Online Multiplayer,10,69
Fate/Extella Link,Switch,"March 19, 2019",74,6.7,"MarvelousInc.,MarvelousFirstStudio","Action,Beat-'Em-Up,3D",Up to 8 ,9,21
LEGO The Incredibles,XboxOne,"June 15, 2018",74,7.1,"TTGames,TTFusion","Action Adventure,General,Open-World",No Online Multiplayer,9,12
Paladins: Champions of the Realm,Switch,"June 12, 2018",74,7.3,Hi-RezStudios,"Action,Shooter,First-Person,Tactical,Arcade",Up to 10 ,14,103
Sparc,PlayStation4,"August 29, 2017",74,7.0,"CCP,CCPGames","Sports,Team,Futuristic",2 ,16,31
LEGO Batman 3: Beyond Gotham,XboxOne,"November 11, 2014",74,7.0,TTGames,"Action Adventure,General,Modern",No Online Multiplayer,25,46
Marvel Pinball 3D,3DS,"June 28, 2012",74,7.8,ZenStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",No info,12,21
Borderlands: Claptrap's New Robot Revolution,PlayStation3,"September 28, 2010",74,6.3,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,7,20
Caesar IV,PC,"September 26, 2006",74,7.9,TiltedMill,"Strategy,City Building,Management,Historic,Historic,Government",1 Player,32,56
Darkwatch,PlayStation2,"August 16, 2005",74,8.3,HighMoonStudios,"Action,Shooter,First-Person,Fantasy",1-4 ,37,64
Call of Duty: Finest Hour,GameCube,"November 16, 2004",74,8.6,Exakt,"Action,Shooter,First-Person,Historic",1 Player,31,16
Nemesis of the Roman Empire,PC,"March 25, 2004",74,7.3,"Haemimont,HaemimontGames","Strategy,Real-Time,Historic,General,Historic",1-8 ,17,10
Counter-Strike,Xbox,"November 18, 2003",74,7.6,ValveSoftware,"Action,Shooter,First-Person,Tactical,Modern",1-16 ,38,57
Law & Order II: Double or Nothing,PC,"September 30, 2003",74,6.0,LegacyInteractive,"Adventure,3D,First-Person,Modern,Modern",No info,17,7
TransWorld Snowboarding,Xbox,"October 29, 2002",74,8.5,Housemarque,"Sports,Alternative,Snowboarding",1-4 ,14,11
Spyro: Season of Ice,GameBoyAdvance,"October 29, 2001",74,7.3,DigitalEclipse,"Action,Platformer,2D",No info,16,20
Hot Potato!,GameBoyAdvance,"July 1, 2001",74,7.8,PukkaGames,"Action,General",No info,7,5
Vampire: The Masquerade - Redemption,PC,"June 7, 2000",74,8.2,Nihilistic,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No Online Multiplayer,22,137
Castlevania: Curse of Darkness,Xbox,"November 1, 2005",74,7.4,Konami,"Action Adventure,Fantasy",1 Player,26,15
Game of Thrones: Episode Five - A Nest of Vipers,PC,"July 21, 2015",74,6.6,TelltaleGames,"Action,Adventure,General,Point-and-Click",No Online Multiplayer,25,75
Puzzlegeddon,PC,"November 27, 2008",74,7.3,PiecesInteractive,"Miscellaneous,Puzzle,Action,Puzzle,Action",1-6 ,11,7
Outlaw Golf 2,Xbox,"October 21, 2004",74,tbd,Hypnotix,"Sports,Traditional,Golf,Arcade",1-4 ,41,0
PlayStation All-Stars Battle Royale,PlayStation3,"November 20, 2012",74,7.3,SuperBotEntertainment,"Action,Fighting,Fighting,2D,2D",Up to 4 ,69,591
PQ2: Practical Intelligence Quotient,PSP,"June 18, 2007",74,7.8,NowProduction,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player,19,6
The Swords of Ditto,PlayStation4,"April 24, 2018",74,6.1,OneBitBeyond,"Role-Playing,Action RPG",No Online Multiplayer,30,41
Puzzle Quest 2,DS,"June 22, 2010",74,5.8,InfiniteInteractive,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info,27,11
